Nested Sampling Global Log-Evidence           :   -0.352898145806447250E+01  +/-    0.871402623240787322E-01

Dim No.       Mean        Sigma
   1    0.980854912818492422E-03    0.213522499295708761E-03
   2    0.121009647763590397E+04    0.117767789120077619E+02
   3    0.891083863470246780E-03    0.964153961907610702E-04
   4    0.991058085745257955E+02    0.104025298502401942E+01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.967591845780474695E-03
   2    0.121418036818050632E+04
   3    0.868625447370257957E-03
   4    0.981720946240608328E+02

MAP Parameters
Dim No.        Parameter
   1    0.113436084497143055E-02
   2    0.120010272733151396E+04
   3    0.969551102070272835E-03
   4    0.992646434082584364E+02
