,Median,1 sigma low,1 sigma high,2 sigma low,2 sigma high,1sigma error low,1sigma error high,Profile
0,0.000263473874667524,0.00020958411196448593,0.00032461478976792806,0.00017377129723083524,0.00039094959472506263,5.3889762703038095e-05,6.114091510040404e-05,K97_23_1_1_1
