Nested Sampling Global Log-Evidence           :   -0.371801524821642149E+01  +/-    0.900456848894722051E-01

Dim No.       Mean        Sigma
   1    0.222509312378597023E-02    0.462724789445141498E-03
   2    0.120968303663214215E+04    0.122655001325880022E+02
   3    0.909544846123942589E-03    0.961282702587329803E-04
   4    0.610907066451681899E+02    0.913628450252764290E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.220405406936530950E-02
   2    0.121919953219137733E+04
   3    0.848392802865978457E-03
   4    0.603879819658392094E+02

MAP Parameters
Dim No.        Parameter
   1    0.281535158202571951E-02
   2    0.121444050676001075E+04
   3    0.100604310090562725E-02
   4    0.616690547981395127E+02
